sample,Achromobacter,Acidaminococcus,Acinetobacter,Actinobacillus,Actinobaculum,Actinomyces,Aerococcus,Aeromicrobium,Afipia,Aggregatibacter,Alistipes,Alloiococcus,Anaerobaculum,Anaerococcus,Anaerofustis,Anaeroglobus,Anaerostipes,Anaerotruncus,Arcobacter,Atopobium,Bacillus,Bacteroides,Bacteroidetes,Barnesiella,Bergeyella,Bifidobacterium,Bilophila,Blautia,Brevibacterium,Brevundimonas,Bulleidia,Burkholderiales,Butyrivibrio,Campylobacter,Capnocytophaga,Cardiobacterium,Catenibacterium,Centipeda,Chryseobacterium,Citrobacter,Clostridiales,Clostridium,Collinsella,Coprobacillus,Mollicutes,Coprococcus,Corynebacterium,Dermacoccus,Desmospora,Desulfitobacterium,Desulfovibrio,Dialister,Dolosigranulum,Dorea,Dysgonomonas,Edwardsiella,Eggerthella,Eikenella,Enhydrobacter,Enterobacter,Enterobacteriaceae,Enterococcus,Eremococcus,Erysipelothrix,Erysipelotrichaceae,Escherichia,Eubacteriaceae,Eubacterium,Facklamia,Faecalibacterium,Filifactor,Finegoldia,Flavonifractor,Fusobacterium,Gardnerella,Gemella,Granulicatella,Haemophilus,Hafnia,Helcococcus,Helicobacter,Holdemania,Johnsonella,Jonquetella,Kingella,Klebsiella,Lachnospiraceae,Lactobacillus,Lautropia,Leptotrichia,Leuconostoc,Listeria,Marvinbryantia,Massilia,Megamonas,Megasphaera,Methanobrevibacter,Micrococcus,Mitsuokella,Mobiluncus,Mycobacterium,Myroides,Neisseria,Odoribacter,Olsenella,Oribacterium,Oxalobacter,Paenibacillus,Parabacteroides,Paraprevotella,Parascardovia,Parasutterella,Parvimonas,Pasteurella,Pediococcus,Peptoniphilus,Peptostreptococcus,Phascolarctobacterium,Porphyromonas,Prevotella,Propionibacterium,Proteus,Providencia,Pseudoflavonifractor,Pseudomonas,Pseudoramibacter,Psychrobacter,Pyramidobacters,Ralstonia,Rhodococcus,Roseburia,Roseomonas,Rothia,Ruminococcaceae,Ruminococcus,Scardovia,Segniliparus,Selenomonas,Serratia,Shigella,Shuttleworthia,Simonsiella,Slackia,Solobacterium,Sphingobacterium,Sphingobium,Sporosarcina,Staphylococcus,Stomatobaculum,Streptococcus,Subdoligranulum,Succinatimonas,Sutterella,Synergistes,Tannerella,Treponema,Turicella,Turicibacter,Veillonella,Weissella,Yokenella
tumour20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412009,0,0.009411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tumour21,0,0,0.0004785,0,0,0.001675,0,0,0,0,0.0339226,0,0,0,0,0,0,0,0,0,0,0.4949969,0,0.003526,0,0,0.0009531,0.0004286,0,0,0,0,0,0.007919,0,0,0,0,0,0,0.0156305,0.228959,0.001261,0.0006327,0,0.006687,0,0,0,0,0,0.006727,0,0.0031836,0,0,0.001416,0,0,0,0,0,0,0,0.0002548,0.001449,0.0001016,0.0037598,0,0.00683,0.0001223,0.0001233,0,0.0009719,0,0,0.0031855,0,0,0,0,0,0,0,0,0,0.0221436,0.000578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137044,0,0,0,0.050375,0,0,0.0001211,0.00329,0,0,0.000409,0.0001853,0,0,0,0,0,0,0,0,0,0.004274,0,0,0.005422,0.0178397,0,0,0,0,0,0.0003484,0,0.002029,0,0,0,0,0,0.0006532,0.0017528,0.004794,0,0,0,0.04688,0,0,0,0,0,0
tumour22,0,0,0,0,0,0,0,0,0,0,0.009093,0,0,0,0,0,0,0,0,0,0,0.1647699,0,0,0,0.001432,0,0,0,0,0,0,0,0.003437,0,0,0,0,0,0.00321,0,0,0,0,0,0,0,0,0,0,0,0.001514,0,0.005344,0,0,0,0,0,0,0,0,0,0,0,0.167983,0,0,0,0.03321,0,0,0,0.235208,0,0.01282,0.002616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001151,0,0.0021754,0,0,0,0.011385,0,0,0,0,0,0,0.0122073,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007322,0,0,0,0,0,0,0,0,0.001589,0,0,0,0,0.003157,0,0.316099,0,0,0.004274,0,0,0,0,0,0,0,0
tumour23,0,0,0.0005163,0,0,0.0003084,0,0,0,0,0.003508,0,0,0,0,0,0,0,0,0,0,0.2481154,0,0.001271,0.0004525,0,0,0,0,0,0,0,0,0.0739247,0,0,0,0,0,0.0015583,0,0.011406,0.0087,0.001186,0,0.001128,0,0,0,0,0.0007767,0.0007549,0,0.009949,0,0,0,0,0,0,0,0,0,0,0.0002655,0.031489,0.0003175,0.0055078,0.0003891,0.01281,0,0,0,0.0849267,0,0.022107,0.01817,0.004101,0,0,0,0,0.01431,0,0,0.0003863,0.001876,0.0009031,0,0,0,0,0,0,0,0,0,0,0.0004154,0,0,0,0,0,0,0,0,0,0.001194,0,0,0,0.0101373,0,0,0,0,0,0,0.0373017,0.001951,0,0,0,0,0,0,0,0.001305,0,0.01336,0,0,0.001883,0.01452,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006804,0.3504435,0,0,0.002198,0,0,0,0,0,0.0035305,0,0
tumour24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007566,0,0,0,0.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01085,0.02928,0,0,0,0,0,0,0,0,0.03053,0,0
tumour25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07172,0,0.2582,0,0,0,0,0,0,0,0,0,0,0
tumour26,0,0,0.003061,0,0,0.044901,0,0,0,0,0.006504,0,0,0,0,0,0.01149,0,0,0,0,0.4474868,0,0.003143,0,0,0.0009125,0.004967,0,0,0,0,0,0,0,0,0,0,0,0.0003396,0,0.005686,0,0.002199,0,0.01291,0,0,0,0,0,0,0,0.02461,0,0,0,0,0,0.001195,0,0,0,0,0,0.018967,0,0.061115,0,0.05541,0,0,0,0.0159894,0,0,0,0,0,0,0,0,0,0,0,0.0002236,0.10524,0,0,0,0,0,0,0,0,0,0.001591,0,0,0,0,0,0,0,0,0,0,0,0.019942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02476,0,0,0.00349,0.10733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006382,0,0.01019,0,0,0,0,0,0,0,0
tumour27,0,0,0.1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007075,0,0,0,0,0.1039,0,0,0.02973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06247,0.04819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06973,0.05128,0,0,0,0,0,0,0,0,0,0
tumour28,0,0,0,0,0,0,0,0,0,0,0.0001396,0,0,0,0,0,0,0,0,0.0002792,0,0.1706899,0,0.0005715,0,0,0.0004333,0,0,0,0,0,0,0.04919,0,0,0,0.001013,0,0.0004453,0,0.0154618,0,0.0004266,0,0,0,0,0,0,0.0002283,0.005252,0,0,0,0,0,0.001164,0,0,0,0,0,0,0.0000716,0.0243266,0.0000857,0.0009065,0,0.001457,0.0004125,0.002581,0,0.359855,0,0,0,0,0,0,0,0,0.007721,0,0,0,0.0900632,0.001218,0,0,0,0,0,0,0,0,0,0,0.0001121,0,0,0,0,0,0.002485,0.0053381,0,0,0.001918,0.001034,0,0,0.020648,0,0,0.0001276,0,0,0.01036,0.1211247,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001016,0.001455,0.000128,0,0.0816296,0,0,0.001469,0,0.000665,0.01412,0,0,0,0.0001986,0.0003671,0.0013962,0.0004042,0,0,0,0,0,0,0,0,0,0
tumour29,0,0,0.001236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4756651,0,0.0003503,0,0.000231,0,0.001477,0,0,0,0,0,0.001462,0,0,0,0,0.0001384,0.0001514,0,0.016079,0,0.001308,0,0,0,0,0,0,0,0.007727,0,0.00983,0,0,0.008426,0,0,0,0,0.0807414,0,0,0.003014,0.004471,0,0.0057461,0,0.032716,0,0,0,0,0,0.005434,0.0005562,0.001752,0,0,0,0.001252,0,0,0,0.0001064,0.19396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145452,0,0,0,0,0,0,0,0,0,0,0.0180417,0,0,0,0.01681,0,0,0,0,0.001079,0.0001161,0,0,0.0002435,0.02491,0.04894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000868,0.018958,0,0,0.0007596,0,0,0.0005869,0,0.0002881,0,0
tumour30,0,0,0.000696,0,0,0.0014304,0,0,0,0.000118,0.01389,0,0,0,0,0,0,0.001756,0,0,0,0.2236015,0,0.00136,0,0.0054322,0.0018627,0.002007,0,0,0,0,0,0.006561,0,0,0.005388,0.0001723,0,0.0001176,0.000262,0.0030958,0.012791,0.0003809,0,0,0,0,0,0,0,0,0,0.02057,0,0,0,0,0,0,0,0.0261866,0,0,0.0007542,0.0052496,0.0017469,0.0972745,0,0.08524,0,0,0,0.0447166,0,0.0008084,0.0006039,0,0,0,0,0,0.009189,0,0,0,0.0218102,0.00176,0,0,0,0,0,0,0,0,0,0,0.0001334,0,0,0,0,0,0,0.0000941,0,0,0.0053299,0,0,0,0.0001523,0,0,0,0.003301,0.01906,0,0.0898875,0.0002321,0,0,0,0,0,0,0,0,0,0.050314,0,0,0.001209,0.136652,0,0,0.004293,0,0,0.0003496,0,0,0,0,0,0,0,0.0006554,0.0783217,0.004852,0,0.00723,0,0,0.0001664,0,0,0.0009503,0,0
tumour31,0,0,0,0,0,0,0,0,0,0.0000563,0.0026497,0,0,0,0,0.001138,0.0002093,0,0,0,0,0.1769853,0,0.0001299,0,0,0.005018,0.0004107,0,0,0,0,0,0,0,0,0,0,0,0.0009841,0,0.0558271,0,0.0001819,0,0.0012409,0,0,0,0,0,0.002269,0,0.0005087,0,0,0.001163,0,0,0.0002727,0,0.0029749,0,0,0.0007551,0.677851,0,0.0001461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0.0007148,0.0122546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007319,0,5.23E-05,0,0,0,0.0037905,0,0,0,0,0,0,0,0,0,0,0,0.006106,0,0,0,0,0,0,0,0,0,0,0,0,0.0002887,0.0110435,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001043,0,0.0009189,0,0.0066,0,0,0,0,0,0.0264809,0,0
tumour32,0,0,0,0,0,0.006732,0,0,0,0,0.002552,0,0,0,0,0,0.04058,0,0,0,0,0.3191924,0,0.01017,0,0.03457,0.004862,0.001949,0,0,0,0,0,0,0.003758,0,0,0,0,0.03222,0,0.092078,0,0.001726,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0.004317,0,0,0.002845,0.017158,0,0.004161,0,0.07019,0,0,0,0.085897,0,0,0.01322,0,0,0,0,0,0.09374,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017152,0,0,0,0,0,0,0,0,0,0,0,0.001264,0,0,0,0,0,0,0,0,0,0,0,0,0.00411,0.02943,0,0,0,0,0,0,0,0.005382,0,0,0,0,0,0,0.0018655,0,0,0.01319,0,0,0,0,0,0.03648,0,0.00119
tumour33,0,0,0,0,0,0,0,0,0,0,0.0559,0,0,0,0,0,0,0,0,0,0,0.328455,0,0.005063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009864,0,0,0,0,0,0,0,0,0,0,0,0.004653,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21606,0,0,0,0,0,0,0,0,0,0,0.03217,0,0,0,0,0,0.08551,0,0,0,0.08622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003538,0,0.041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01251,0,0,0,0,0,0.11895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tumour34,0,0,0,0,0,0,0,0,0,0,0.04072,0,0,0,0,0,0,0,0,0,0,0.284458,0,0.002951,0,0,0.003428,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3373,0.002415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001849,0.225177,0,0.001659,0,0.02974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01311,0.01878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002422,0,0,0,0,0,0,0,0,0,0,0
tumour35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033802,0,0.0006989,0,0,0,0.0003682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853523,0,0,0,0,0,0,0,0.0023059,0,0,0.0005549,0.003439,0,0,0,0,0,0,0,0.0003141,0.0005062,0,0,0,0,0,0,0,0,0,0.0003538,0,0,0,0,0,0,0,0,0,0,0,0.0005235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09163,0,0,0,0,0,0.00667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004982,0,0,0,0,0,0.0002874,0,0
tumour36,0,0,0.04613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tumour37,0,0,0,0,0,0,0,0,0,0,0.007066,0,0,0,0,0,0,0,0,0,0,0.2145299,0,0,0,0.023884,0,0.002698,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12257,0,0.00239,0,0.0421,0,0,0,0,0,0,0,0.01661,0,0,0,0,0,0,0,0.16685,0,0,0,0.142327,0,0.01015,0,0,0,0,0,0.035515,0,0,0,0,0,0,0,0,0,0,0,0,0.035194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004208,0,0,0,0,0,0,0,0,0.004212,0,0
tumour38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003114,0.8741,0,0,0,0,0,0,0,0.115962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tumour39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02294,0,0,0,0,0.501039,0,0.01725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002567,0.00151,0.002927,0,0,0,0,0,0,0,0,0,0.03684,0,0,0,0,0,0,0,0,0,0,0,0.29481,0,0.014204,0,0,0,0,0,0.015147,0,0,0,0,0,0,0,0,0,0,0,0,0.01913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001492,0,0,0.02943,0,0,0,0,0,0,0,0.0009304,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00697,0.03098,0.001757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tumour40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tumour41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01682,0,0,0,0,0.5379774,0,0,0,0,0,0.001211,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317768,0,0.001073,0,0,0,0,0,0,0,0,0,0.016455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011052,0,0.01159,0,0,0,0.0440973,0,0,0,0,0,0,0,0,0,0,0,0,0.11134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05388,0,0.03624,0,0,0.01021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001997,0,0.016413,0,0,0,0,0,0,0,0,0.060093,0,0
tumour42,0,0,0,0,0,0,0,0,0,0,0.003011,0,0,0,0,0,0,0,0,0,0,0.0475119,0,0,0,0,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0.004249,0,0.0008927,0,0.001018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01177,0,0.0129,0,0,0,0,0,0.069922,0,0.061449,0.003465,0,0,0,0,0,0,0,0,0,0.01049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424,0,0,0,0,0,0.72289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001291,0,0,0,0,0,0,0,0,0.0008972,0,0
tumour43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197687,0,0.008563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27297,0,0,0,0,0,0,0,0.04023,0,0,0,0,0,0,0,0,0,0,0,0.002602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007458,0,0,0,0,0,0,0,0,0,0,0
tumour44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184228,0,0.005849,0,0,0,0.003083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116,0,0.05894,0,0,0,0.002106,0,0,0,0,0,0,0,0,0,0,0,0,0.076283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4114,0,0,0,0,0,0.19682,0,0,0,0,0,0,0,0,0,0,0,0,0.005606,0,0,0,0,0,0,0,0,0,0,0,0,0
tumour45,0,0,0,0,0,0,0,0,0,0,0.002032,0,0,0,0,0,0,0,0,0,0,0.0622125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002389,0,0,0,0.00375,0,0.0005667,0,0,0,0,0,0.310847,0,0,0,0,0,0,0,0.3308119,0,0,0,0,0,0,0,0,0,0,0,0.0002238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009884,0,0,0,0,0,0,0.087452,0,0,0.0008223,0.03575,0,0,0,0,0,0,0,0,0,0,0,0.05404,0,0,0,0,0,0,0,0,0,0,0,0.001893,0,0,0,0,0,0,0,0,0.1062394,0,0,0,0,0,0,0,0,0,0,0
tumour46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
